245206016,54.240.166.223,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.152,69.171.248.16,5,6,Wed Mar 27 09:50:13 GMT 2002,Wed Mar 27 09:50:38 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:39 GMT 2002,Wed Mar 27 09:50:39 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:40 GMT 2002,Wed Mar 27 09:50:40 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:40 GMT 2002,Wed Mar 27 09:50:40 GMT 2002
245206016,192.168.200.129,54.240.166.151,1,6,Wed Mar 27 09:50:40 GMT 2002,Wed Mar 27 09:50:40 GMT 2002
245206016,54.240.166.151,192.168.64.2,1,6,Wed Mar 27 09:50:40 GMT 2002,Wed Mar 27 09:50:40 GMT 2002
245206016,192.168.200.254,212.219.241.23,3,17,Wed Mar 27 09:50:27 GMT 2002,Wed Mar 27 09:50:42 GMT 2002
245206016,192.168.200.133,173.194.34.167,5,6,Wed Mar 27 09:50:57 GMT 2002,Wed Mar 27 09:50:57 GMT 2002
245206016,173.194.34.167,192.168.64.2,4,6,Wed Mar 27 09:50:57 GMT 2002,Wed Mar 27 09:50:57 GMT 2002
